Country Name,Country Code,Indicator Name,Indicator Code,1960.0,1961.0,1962.0,1963.0,1964.0,1965.0,1966.0,1967.0,1968.0,1969.0,1970.0,1971.0,1972.0,1973.0,1974.0,1975.0,1976.0,1977.0,1978.0,1979.0,1980.0,1981.0,1982.0,1983.0,1984.0,1985.0,1986.0,1987.0,1988.0,1989.0,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0
Aruba,ABW,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa Eastern and Southern,AFE,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,481.86948850137657,515.1854468284282,538.778544294997,564.5630279203278,584.0458858137888,604.2140500848597,608.4442258987315,626.0432670365775,659.8514807947674,693.0283767842594,715.1593122455045,722.9586462930516,725.522129035256,761.3878037511238,778.3560691479524,787.4507941371272,779.8338409672489,786.8787380217136,785.2278749612756,772.9309159679306,753.9299699005321,722.7354638109704,721.294151228669,722.7391427457706,733.3060394799526,812.7949809406315,824.3329192517573,786.014510326928,763.7064844634627,773.9795066439082,737.413462636812,762.5430659707783,768.235039225578,771.9625005917134,775.3353596428427,783.7484629841101,790.6646843999723,754.211033912204,717.7699653765146,734.3057708432439,734.8228075116317,697.6579894038525,691.9580897866355,680.1499426464998,,,,,,,,
Afghanistan,AFG,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa Western and Central,AFW,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,73.41726398203909,80.4257986384984,87.85311632235472,89.03647429316399,96.69060610428356,102.4324448457633,109.89128086150633,105.96575634749051,113.24501430777269,119.52522207753671,112.14004088905929,129.60233431912397,110.29068421084561,88.95714231838679,109.61929630462406,125.05723239236987,128.53448574535827,129.3812808451491,133.8169734795949,129.34966679158103,130.7151205120265,133.0318322600544,136.67499603462124,131.44321238853618,132.83633728401998,130.58076166021738,132.37924709537813,119.26968215651776,125.53905401748013,115.97052963669708,118.15597350977481,132.5799800684867,122.64780596649553,137.33014004993558,143.55213970592484,143.11734305450915,156.30120977206474,152.38174178265447,150.62390139350887,162.66726959543726,172.510603773753,182.7221635010069,178.42240427573765,183.44020647750565,,,,,,,,
Angola,AGO,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,90.01061833895118,98.66874185256219,112.18823300492686,135.53852454702644,139.20659068555761,60.41190183272371,58.44064646803503,56.48779722038862,58.68297987198656,60.74395498608831,58.62277944499984,60.35440104292405,63.276764050001795,52.195420486099486,60.577972024009334,58.4559084696611,56.76049791019442,55.2428193150234,53.673683932634106,53.26056981370129,54.54385919147029,53.59189589208223,52.15415848881792,50.809569521864866,49.3809306084356,51.17027674359589,69.32888696002313,73.27454710342982,71.89324917349542,75.27115610518004,82.63688637906236,86.03494183278633,95.83796200711728,87.47477841631762,109.19770074061644,144.62607018828172,133.23969888784546,172.41759245847294,189.31320935250795,206.38425864201983,206.68523261219258,218.5539217982704,278.8082549578724,310.08166847824106,,,,,,,,
Albania,ALB,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,532.0284315262497,568.4032016034765,593.4467456651828,591.0326433839235,739.3450932726665,908.6745472693801,1067.8141557783306,1098.4831658136764,1065.7673983662817,1142.965355125773,1123.9681063044927,1096.8732288945284,1070.6901644186275,1018.100287526395,796.3539737759726,1420.614794707267,1161.951676690108,1005.9395303366667,1021.3935004428516,552.2521848191808,418.4535889971501,453.64407387776987,536.363825095196,596.4079592559523,663.7839954024488,904.3466403285572,694.664802792381,734.8499135376678,1414.7037839305347,1449.6474132469546,1351.2307964288293,1578.1659188268802,1469.26453867857,1797.5254869688488,1722.0728497250693,1218.3601460561856,1213.1243693217918,1617.7441562045985,1835.684072417634,1943.343353858417,2205.703920046675,2118.3277760557935,2533.252829271056,2309.36650255581,,,,,,,,
Andorra,AND,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,ARB,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,196.19951701519622,210.76039748137538,229.87725866897418,253.9175439595746,280.36575885089525,321.0236323826493,362.3750008371773,418.7032997477097,505.29662550528127,565.1719312918842,610.4957547074702,698.0277866240383,752.8471417111485,837.1786643389047,864.2871529238164,940.4750504256572,978.0349289445904,1014.9565425507491,1035.3518651793404,1056.3373171350643,1026.371021171121,1121.3309084275134,1187.4129633152331,1219.722766967448,1244.9220147948,1281.5192881229095,1323.272798997809,1412.6829705432915,1461.5526384386624,1491.9658629993887,1552.438738097952,1618.8074704857963,1688.3692144128418,1735.7158140536942,1808.9063686214572,1904.0198204964365,1953.2095505121883,2013.2238632926953,2065.782063803345,2237.153327499547,2275.266995458429,2315.981353617228,2369.4379070592763,2440.349651492539,,,,,,,,
United Arab Emirates,ARE,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,548.6004882254081,1108.6531011703298,1519.6604657272403,1782.6833755119878,2342.683209604817,2938.892208597847,3887.6101524910837,4347.8206874797415,5109.791161228111,5783.749881662407,6099.001981493937,7098.477894534943,7620.5667225826055,7819.1222251861345,8090.40141032927,8113.994922029527,8059.475515400953,8196.920913165855,7928.721314403072,8179.876230889019,7862.046233213486,8036.457267661233,8894.050422708031,9274.27111098898,9329.955611942212,9388.452366839181,9655.444647518916,10817.389161043842,11700.165581781548,11782.924056882155,11601.535291260085,11969.76597943393,12036.891596386782,12184.28988873722,13161.198815321586,12651.067962671215,12029.545906565787,11457.090997805739,10518.797033872646,10695.289934142293,10732.804638489692,10988.96026056181,11271.106544709934,11562.988522684202,,,,,,,,
